state,local,mean,,,,,,,,,,,,,,,,
Katsina,Batagarawa,282857.8007,,,,,,,,,,,,,,,,
Katsina,Batsari,295853.2455,,,,,,,,,,,,,,,,
Katsina,Baure,282913.3943,,,,,,,,,,,,,,,,
Katsina,Bindawa,270062.0589,,,,,,,,,,,,,,,,
Katsina,Charanchi,217790.0756,,,,,,,,,,,,,,,,
Katsina,Dan Musa,208161.8005,,,,,,,,,,,,,,,,
Katsina,Dandume,195180.2562,,,,,,,,,,,,,,,,
Katsina,Danja,193836.3891,,,,,,,,,,,,,,,,
Katsina,Daura,128285.2161,,,,,,,,,,,,,,,,
Katsina,Dutsi,107271.9371,,,,,,,,,,,,,,,,
Katsina,Dutsin Ma,306901.7631,,,,,,,,,,,,,,,,
Katsina,Faskari,284888.0698,,,,,,,,,,,,,,,,
Katsina,Funtua,390558.0188,,,,,,,,,,,,,,,,
Katsina,Ingawa,208269.0558,,,,,,,,,,,,,,,,
Katsina,Jibia,255795.794,,,,,,,,,,,,,,,,
Katsina,Kafur,330098.0645,,,,,,,,,,,,,,,,
Katsina,Kaita,252803.7792,,,,,,,,,,,,,,,,
Katsina,Kankara,353637.3234,,,,,,,,,,,,,,,,
Katsina,Kankia,200213.4404,,,,,,,,,,,,,,,,
Katsina,Katsina,644651.8899,,,,,,,,,,,,,,,,
Katsina,Kurfi,178314.8615,,,,,,,,,,,,,,,,
Katsina,Kusada,115261.2444,,,,,,,,,,,,,,,,
Katsina,Mai'Adua,170186.8688,,,,,,,,,,,,,,,,
Katsina,Malumfashi,380846.0196,,,,,,,,,,,,,,,,
Katsina,Mani,309711.905,,,,,,,,,,,,,,,,
Katsina,Mashi,308926.5094,,,,,,,,,,,,,,,,
Katsina,Matazu,158285.2705,,,,,,,,,,,,,,,,
Katsina,Musawa,178815.7823,,,,,,,,,,,,,,,,
Katsina,Rimi,303304.7314,,,,,,,,,,,,,,,,
Katsina,Sabuwa,146364.4222,,,,,,,,,,,,,,,,
Katsina,Safana,233431.1054,,,,,,,,,,,,,,,,
Katsina,Sandamu,103430.8879,,,,,,,,,,,,,,,,
Katsina,Zango,164024.6486,,,,,,,,,,,,,,,,
Kebbi,Aleiro,64228.5316,,,,,,,,,,,,,,,,
Kebbi,Arewa Dandi,249083.8789,,,,,,,,,,,,,,,,
Kebbi,Argungu,227949.1784,,,,,,,,,,,,,,,,
Kebbi,Augie,108214.5644,,,,,,,,,,,,,,,,
Kebbi,Bagudu,347390.3716,,,,,,,,,,,,,,,,
Kebbi,Birnin Kebbi,422641.7664,,,,,,,,,,,,,,,,
Kebbi,Bunza,167071.2602,,,,,,,,,,,,,,,,
Kebbi,Dandi,150372.6405,,,,,,,,,,,,,,,,
Kebbi,Fakai,136543.425,,,,,,,,,,,,,,,,
Kebbi,Gwandu,203207.2411,,,,,,,,,,,,,,,,
Kebbi,Jega,194743.1176,,,,,,,,,,,,,,,,
Kebbi,Kalgo,111759.5731,,,,,,,,,,,,,,,,
Kebbi,Koko-Besse,170600.358,,,,,,,,,,,,,,,,
Kebbi,Maiyama,196149.6071,,,,,,,,,,,,,,,,
Kebbi,Ngaski,129342.3709,,,,,,,,,,,,,,,,
Kebbi,Sakaba,132836.212,,,,,,,,,,,,,,,,
Kebbi,Shanga,183220.0049,,,,,,,,,,,,,,,,
Kebbi,Suru,190251.4035,,,,,,,,,,,,,,,,
Kebbi,Wasagu-Danko,337427.9165,,,,,,,,,,,,,,,,
Kebbi,Yauri,101747.1478,,,,,,,,,,,,,,,,
Kebbi,Zuru,227102.4801,,,,,,,,,,,,,,,,
Kogi,Adavi,272742.9786,,,,,,,,,,,,,,,,
Kogi,Ajaokuta,114023.6088,,,,,,,,,,,,,,,,
Kogi,Ankpa,260857.9453,,,,,,,,,,,,,,,,
Kogi,Bassa,105978.6511,,,,,,,,,,,,,,,,
Kogi,Dekina,398693.1336,,,,,,,,,,,,,,,,
Kogi,Ibaji,66559.1411,,,,,,,,,,,,,,,,
Kogi,Idah,35322.7548,,,,,,,,,,,,,,,,
Kogi,Igalamela-Odolu,158820.4843,,,,,,,,,,,,,,,,
Kogi,Ijumu,100911.8984,,,,,,,,,,,,,,,,
Kogi,Kabba-Bunu,142515.4472,,,,,,,,,,,,,,,,
Kogi,Kogi,68992.1184,,,,,,,,,,,,,,,,
Kogi,Lokoja,248124.0701,,,,,,,,,,,,,,,,
Kogi,Mopa-Muro,40492.2346,,,,,,,,,,,,,,,,
Kogi,Ofu,161173.9098,,,,,,,,,,,,,,,,
Kogi,Ogori-Magongo,19590.8858,,,,,,,,,,,,,,,,
Kogi,Okehi,49835.537,,,,,,,,,,,,,,,,
Kogi,Okene,191612.6155,,,,,,,,,,,,,,,,
Kogi,Olamaboro,209983.6833,,,,,,,,,,,,,,,,
Kogi,Omala,96743.6379,,,,,,,,,,,,,,,,
Kogi,Yagba East,67100.3064,,,,,,,,,,,,,,,,
Kogi,Yagba West,56595.771,,,,,,,,,,,,,,,,
Kwara,Asa,136305.6814,,,,,,,,,,,,,,,,
Kwara,Baruten,267678.6119,,,,,,,,,,,,,,,,
Kwara,Edu,125798.2986,,,,,,,,,,,,,,,,
Kwara,Ekiti,32178.961,,,,,,,,,,,,,,,,
Kwara,Ifelodun,117189.7347,,,,,,,,,,,,,,,,
Kwara,Ilorin East,700643.2818,,,,,,,,,,,,,,,,
Kwara,Ilorin South,62561.5689,,,,,,,,,,,,,,,,
Kwara,Ilorin West,345260.7176,,,,,,,,,,,,,,,,
Kwara,Irepodun,104900.4311,,,,,,,,,,,,,,,,
Kwara,Isin,31856.3086,,,,,,,,,,,,,,,,
Kwara,Kaiama,196830.9889,,,,,,,,,,,,,,,,
Kwara,Moro,143596.2226,,,,,,,,,,,,,,,,
Kwara,Offa,126926.4981,,,,,,,,,,,,,,,,
Kwara,Oke Ero,33677.6618,,,,,,,,,,,,,,,,
Kwara,Oyun,88494.5817,,,,,,,,,,,,,,,,
Kwara,Pategi,77336.6459,,,,,,,,,,,,,,,,
Lagos,Agege,289449.7823,,,,,,,,,,,,,,,,
Lagos,Ajeromi-Ifelodun,314222.5886,,,,,,,,,,,,,,,,
Lagos,Alimosho,2079944.119,,,,,,,,,,,,,,,,
Lagos,Amuwo Odofin,377541.2873,,,,,,,,,,,,,,,,
Lagos,Apapa,271369.4581,,,,,,,,,,,,,,,,
Lagos,Badagry,663729.649,,,,,,,,,,,,,,,,
Lagos,Epe,202902.058,,,,,,,,,,,,,,,,
Lagos,Eti Osa,493328.1549,,,,,,,,,,,,,,,,
Lagos,Ibeju Lekki,302704.1231,,,,,,,,,,,,,,,,
Lagos,Ifako-Ijaye,297182.406,,,,,,,,,,,,,,,,
Lagos,Ikeja,307583.9476,,,,,,,,,,,,,,,,
Lagos,Ikorodu,1241907.315,,,,,,,,,,,,,,,,
Lagos,Kosofe,489892.8572,,,,,,,,,,,,,,,,
Lagos,Lagos Island,44729.8769,,,,,,,,,,,,,,,,
Lagos,Lagos Mainland,269611.8083,,,,,,,,,,,,,,,,
Lagos,Mushin,350625.5487,,,,,,,,,,,,,,,,
Lagos,Ojo,695867.6416,,,,,,,,,,,,,,,,
Lagos,Oshodi-Isolo,557312.4779,,,,,,,,,,,,,,,,
Lagos,Shomolu,151658.4182,,,,,,,,,,,,,,,,
Lagos,Surulere,118282.3147,,,,,,,,,,,,,,,,
Nasarawa,Akwanga,100919.687,,,,,,,,,,,,,,,,
Nasarawa,Awe,181481.1166,,,,,,,,,,,,,,,,
Nasarawa,Doma,1051199.328,,,,,,,,,,,,,,,,
Nasarawa,Karu,715324.7288,,,,,,,,,,,,,,,,
Nasarawa,Keana,114682.9795,,,,,,,,,,,,,,,,
Nasarawa,Keffi,191251.8254,,,,,,,,,,,,,,,,
Nasarawa,Kokona,232705.6638,,,,,,,,,,,,,,,,
Nasarawa,Lafia,238548.817,,,,,,,,,,,,,,,,
Nasarawa,Nasarawa Egon,59682.0206,,,,,,,,,,,,,,,,
Nasarawa,Nasarawa,331586.5174,,,,,,,,,,,,,,,,
Nasarawa,Obi,255526.0245,,,,,,,,,,,,,,,,
Nasarawa,Toto,131405.2564,,,,,,,,,,,,,,,,
Nasarawa,Wamba,229804.4865,,,,,,,,,,,,,,,,
Niger,Agaie,101623.4442,,,,,,,,,,,,,,,,
Niger,Agwara,94013.5595,,,,,,,,,,,,,,,,
Niger,Bida,192094.2912,,,,,,,,,,,,,,,,
Niger,Borgu,346423.7272,,,,,,,,,,,,,,,,
Niger,Bosso,243502.3645,,,,,,,,,,,,,,,,
Niger,Chanchaga,373749.9565,,,,,,,,,,,,,,,,
Niger,Edati,46732.155,,,,,,,,,,,,,,,,
Niger,Gbako,149714.3601,,,,,,,,,,,,,,,,
Niger,Gurara,90065.9321,,,,,,,,,,,,,,,,
Niger,Katcha,156301.111,,,,,,,,,,,,,,,,
Niger,Kontagora,235330.715,,,,,,,,,,,,,,,,
Niger,Lapai,200332.5991,,,,,,,,,,,,,,,,
Niger,Lavun,192370.8039,,,,,,,,,,,,,,,,
Niger,Magama,296466.9599,,,,,,,,,,,,,,,,
Niger,Mariga,373467.9393,,,,,,,,,,,,,,,,
Niger,Mashegu,665585.148,,,,,,,,,,,,,,,,
Niger,Mokwa,249665.4491,,,,,,,,,,,,,,,,
Niger,Munya,87478.3836,,,,,,,,,,,,,,,,
Niger,Paikoro,209495.0342,,,,,,,,,,,,,,,,
Niger,Rafi,274147.6576,,,,,,,,,,,,,,,,
Niger,Rijau,216913.794,,,,,,,,,,,,,,,,
Niger,Shiroro,279214.1438,,,,,,,,,,,,,,,,
Niger,Suleja,378903.3349,,,,,,,,,,,,,,,,
Niger,Tafa,64666.1473,,,,,,,,,,,,,,,,
Niger,Wushishi,107715.4618,,,,,,,,,,,,,,,,
Ogun,Abeokuta North,480407.4367,,,,,,,,,,,,,,,,
Ogun,Abeokuta South,421468.1478,,,,,,,,,,,,,,,,
Ogun,Ado Odo-Ota,2181858.398,,,,,,,,,,,,,,,,
Ogun,Ewekoro,162392.4242,,,,,,,,,,,,,,,,
Ogun,Ifo,1702206.422,,,,,,,,,,,,,,,,
Ogun,Ijebu East,251168.8993,,,,,,,,,,,,,,,,
Ogun,Ijebu North East,71026.7435,,,,,,,,,,,,,,,,
Ogun,Ijebu North,324306.3666,,,,,,,,,,,,,,,,
Ogun,Ijebu Ode,276590.8744,,,,,,,,,,,,,,,,
Ogun,Ikenne,161192.2676,,,,,,,,,,,,,,,,
Ogun,Imeko Afon,124616.7659,,,,,,,,,,,,,,,,
Ogun,Ipokia,213243.5909,,,,,,,,,,,,,,,,
Ogun,Obafemi Owode,923165.1933,,,,,,,,,,,,,,,,
Ogun,Odeda,306342.9261,,,,,,,,,,,,,,,,
Ogun,Odogbolu,257516.9667,,,,,,,,,,,,,,,,
Ogun,Ogun Waterside,60566.6031,,,,,,,,,,,,,,,,
Ogun,Remo North,71985.9284,,,,,,,,,,,,,,,,
Ogun,Shagamu,749083.3312,,,,,,,,,,,,,,,,
Ogun,Yewa North,359098.1154,,,,,,,,,,,,,,,,
Ogun,Yewa South,408282.2461,,,,,,,,,,,,,,,,
Ondo,Akoko North East,158926.0442,,,,,,,,,,,,,,,,
Ondo,Akoko North West,131582.9604,,,,,,,,,,,,,,,,
Ondo,Akoko South East,42489.843,,,,,,,,,,,,,,,,
Ondo,Akoko South West,157666.4123,,,,,,,,,,,,,,,,
Ondo,Akure North,295888.966,,,,,,,,,,,,,,,,
Ondo,Akure South,628879.3949,,,,,,,,,,,,,,,,
Ondo,Ese Odo,82564.181,,,,,,,,,,,,,,,,
Ondo,Idanre,195789.497,,,,,,,,,,,,,,,,
Ondo,Ifedore,487590.6749,,,,,,,,,,,,,,,,
Ondo,Ilaje,181092.4281,,,,,,,,,,,,,,,,
Ondo,Ile Oluji-Okeigbo,318441.3199,,,,,,,,,,,,,,,,
Ondo,Irele,129109.431,,,,,,,,,,,,,,,,
Ondo,Odigbo,313697.4267,,,,,,,,,,,,,,,,
Ondo,Okitipupa,220973.6764,,,,,,,,,,,,,,,,
Ondo,Ondo East,30143.2331,,,,,,,,,,,,,,,,
Ondo,Ondo West,247654.2394,,,,,,,,,,,,,,,,
Ondo,Ose,149099.1579,,,,,,,,,,,,,,,,
Ondo,Owo,322048.5146,,,,,,,,,,,,,,,,
Osun,Atakunmosa East,62425.1518,,,,,,,,,,,,,,,,
Osun,Atakunmosa West,80596.676,,,,,,,,,,,,,,,,
Osun,Ayedade,168276.297,,,,,,,,,,,,,,,,
Osun,Ayedire,81930.2361,,,,,,,,,,,,,,,,
Osun,Boluwaduro,55667.3489,,,,,,,,,,,,,,,,
Osun,Boripe,217356.1805,,,,,,,,,,,,,,,,
Osun,Ede North,123142.6297,,,,,,,,,,,,,,,,
Osun,Ede South,132007.7409,,,,,,,,,,,,,,,,
Osun,Egbedore,258518.0427,,,,,,,,,,,,,,,,
Osun,Ejigbo,154442.7162,,,,,,,,,,,,,,,,
Osun,Ife Central,177299.6898,,,,,,,,,,,,,,,,
Osun,Ife East,447689.4668,,,,,,,,,,,,,,,,
Osun,Ife North,125852.2472,,,,,,,,,,,,,,,,
Osun,Ife South,137428.9051,,,,,,,,,,,,,,,,
Osun,Ifedayo,24143.4722,,,,,,,,,,,,,,,,
Osun,Ifelodun,133773.669,,,,,,,,,,,,,,,,
Osun,Ila,105478.0964,,,,,,,,,,,,,,,,
Osun,Ilesha East,212828.0633,,,,,,,,,,,,,,,,
Osun,Ilesha West,293358.9551,,,,,,,,,,,,,,,,
Osun,Irepodun,252.3734,,,,,,,,,,,,,,,,
Osun,Irewole,163152.9011,,,,,,,,,,,,,,,,
Osun,Isokan,105830.7954,,,,,,,,,,,,,,,,
Osun,Iwo,314403.1672,,,,,,,,,,,,,,,,
Osun,Obokun,116153.1403,,,,,,,,,,,,,,,,
Osun,Odo Otin,157932.853,,,,,,,,,,,,,,,,
Osun,Ola Oluwa,57148.2376,,,,,,,,,,,,,,,,
Osun,Olorunda,283263.6037,,,,,,,,,,,,,,,,
Osun,Oriade,161227.8086,,,,,,,,,,,,,,,,
Osun,Orolu,127308.5249,,,,,,,,,,,,,,,,
Osun,Osogbo,268329.5385,,,,,,,,,,,,,,,,
Oyo,Afijio,124193.2962,,,,,,,,,,,,,,,,
Oyo,Akinyele,466424.4162,,,,,,,,,,,,,,,,
Oyo,Atiba,85458.0059,,,,,,,,,,,,,,,,
Oyo,Atisbo,98580.9121,,,,,,,,,,,,,,,,
Oyo,Egbeda,668543.0925,,,,,,,,,,,,,,,,
Oyo,Ibadan North East,367239.7494,,,,,,,,,,,,,,,,
Oyo,Ibadan North West,103405.5133,,,,,,,,,,,,,,,,
Oyo,Ibadan North,138047.5151,,,,,,,,,,,,,,,,
Oyo,Ibadan South East,230667.9071,,,,,,,,,,,,,,,,
Oyo,Ibadan South West,261598.0926,,,,,,,,,,,,,,,,
Oyo,Ibarapa Central,77305.3312,,,,,,,,,,,,,,,,
Oyo,Ibarapa East,97181.8493,,,,,,,,,,,,,,,,
Oyo,Ibarapa North,78839.6793,,,,,,,,,,,,,,,,
Oyo,Ido,531508.5826,,,,,,,,,,,,,,,,
Oyo,Irepo,83762.3396,,,,,,,,,,,,,,,,
Oyo,Iseyin,279277.0715,,,,,,,,,,,,,,,,
Oyo,Itesiwaju,58569.7028,,,,,,,,,,,,,,,,
Oyo,Iwajowa,79102.9911,,,,,,,,,,,,,,,,
Oyo,Kajola,89013.0774,,,,,,,,,,,,,,,,
Oyo,Lagelu,564982.121,,,,,,,,,,,,,,,,
Oyo,Ogbomosho North,281077.3965,,,,,,,,,,,,,,,,
Oyo,Ogbomosho South,157331.0128,,,,,,,,,,,,,,,,
Oyo,Ogo Oluwa,62500.1543,,,,,,,,,,,,,,,,
Oyo,Olorunsogo,70640.7478,,,,,,,,,,,,,,,,
Oyo,Oluyole,449083.4721,,,,,,,,,,,,,,,,
Oyo,Ona ara,286940.3863,,,,,,,,,,,,,,,,
Oyo,Orelope,84976.4859,,,,,,,,,,,,,,,,
Oyo,Ori Ire,134256.6151,,,,,,,,,,,,,,,,
Oyo,Oyo East,54995.8172,,,,,,,,,,,,,,,,
Oyo,Oyo West,359851.8343,,,,,,,,,,,,,,,,
Oyo,Saki East,67689.8475,,,,,,,,,,,,,,,,
Oyo,Saki West,345995.7826,,,,,,,,,,,,,,,,
Oyo,Surulere,83792.3138,,,,,,,,,,,,,,,,
Plateau,Barkin Ladi,164746.9802,,,,,,,,,,,,,,,,
Plateau,Bassa,156916.9571,,,,,,,,,,,,,,,,
Plateau,Bokkos,207532.9151,,,,,,,,,,,,,,,,
Plateau,Jos East,39962.1055,,,,,,,,,,,,,,,,
Plateau,Jos North,591220.0381,,,,,,,,,,,,,,,,
Plateau,Jos South,638303.9279,,,,,,,,,,,,,,,,
Plateau,Kanam,147705.7514,,,,,,,,,,,,,,,,
Plateau,Kanke,78068.0958,,,,,,,,,,,,,,,,
Plateau,Langtang North,176966.6896,,,,,,,,,,,,,,,,
Plateau,Langtang South,119852.4549,,,,,,,,,,,,,,,,
Plateau,Mangu,255320.0747,,,,,,,,,,,,,,,,
Plateau,Mikang,79835.586,,,,,,,,,,,,,,,,
Plateau,Pankshin,145838.7101,,,,,,,,,,,,,,,,
Plateau,Qua'an Pan,243570.3054,,,,,,,,,,,,,,,,
Plateau,Riyom,89838.8039,,,,,,,,,,,,,,,,
Plateau,Shendam,288083.6957,,,,,,,,,,,,,,,,
Plateau,Wase,215512.0893,,,,,,,,,,,,,,,,
Rivers,Abua-Odual,79308.2319,,,,,,,,,,,,,,,,
Rivers,Ahoada East,229578.8606,,,,,,,,,,,,,,,,
Rivers,Ahoada West,71769.4543,,,,,,,,,,,,,,,,
Rivers,Akuku Toru,17421.8093,,,,,,,,,,,,,,,,
Rivers,Andoni,77340.6728,,,,,,,,,,,,,,,,
Rivers,Asari-Toru,29774.0471,,,,,,,,,,,,,,,,
Rivers,Bonny,107203.6285,,,,,,,,,,,,,,,,
Rivers,Degema,65368.1932,,,,,,,,,,,,,,,,
Rivers,Eleme,241243.51,,,,,,,,,,,,,,,,
Rivers,Emuoha,202552.0636,,,,,,,,,,,,,,,,
Rivers,Etche,458612.1284,,,,,,,,,,,,,,,,
Rivers,Gokana,155276.2184,,,,,,,,,,,,,,,,
Rivers,Ikwerre,366636.2599,,,,,,,,,,,,,,,,
Rivers,Khana,305501.9701,,,,,,,,,,,,,,,,
Rivers,Obio-Akpor,1461953.462,,,,,,,,,,,,,,,,
Rivers,Ogba-Egbema-Ndoni,386531.4035,,,,,,,,,,,,,,,,
Rivers,Ogu Bolo,15215.7634,,,,,,,,,,,,,,,,
Rivers,Okrika,105224.8946,,,,,,,,,,,,,,,,
Rivers,Omumma,117634.6099,,,,,,,,,,,,,,,,
Rivers,Opobo-Nkoro,3459.9782,,,,,,,,,,,,,,,,
Rivers,Oyigbo,255102.0291,,,,,,,,,,,,,,,,
Rivers,Port-Harcourt,482981.1439,,,,,,,,,,,,,,,,
Rivers,Tai,54218.2899,,,,,,,,,,,,,,,,
Sokoto,Binji,90210.7359,,,,,,,,,,,,,,,,
Sokoto,Bodinga,341899.6374,,,,,,,,,,,,,,,,
Sokoto,Dange Shuni,428866.768,,,,,,,,,,,,,,,,
Sokoto,Gada,331188.3633,,,,,,,,,,,,,,,,
Sokoto,Goronyo,191742.7709,,,,,,,,,,,,,,,,
Sokoto,Gudu,131624.8557,,,,,,,,,,,,,,,,
Sokoto,Gwadabawa,237214.6359,,,,,,,,,,,,,,,,
Sokoto,Illela,240249.9169,,,,,,,,,,,,,,,,
Sokoto,Isa,170709.1372,,,,,,,,,,,,,,,,
Sokoto,Kebbe,79882.2843,,,,,,,,,,,,,,,,
Sokoto,Kware,226929.4347,,,,,,,,,,,,,,,,
Sokoto,Rabah,149126.9062,,,,,,,,,,,,,,,,
Sokoto,Sabon Birni,355039.4836,,,,,,,,,,,,,,,,
Sokoto,Shagari,179389.1285,,,,,,,,,,,,,,,,
Sokoto,Silame,93701.9822,,,,,,,,,,,,,,,,
Sokoto,Sokoto North,253953.2219,,,,,,,,,,,,,,,,
Sokoto,Sokoto South,361027.999,,,,,,,,,,,,,,,,
Sokoto,Tambuwal,249066.0156,,,,,,,,,,,,,,,,
Sokoto,Tangaza,150850.6395,,,,,,,,,,,,,,,,
Sokoto,Tureta,87419.7734,,,,,,,,,,,,,,,,
Sokoto,Wamakko,494374.3569,,,,,,,,,,,,,,,,
Sokoto,Wurno,166591.9113,,,,,,,,,,,,,,,,
Sokoto,Yabo,112112.7358,,,,,,,,,,,,,,,,
Taraba,Ardo-Kola,129156.5381,,,,,,,,,,,,,,,,
Taraba,Bali,371218.8118,,,,,,,,,,,,,,,,
Taraba,Donga,208365.3826,,,,,,,,,,,,,,,,
Taraba,Gashaka,97738.0819,,,,,,,,,,,,,,,,
Taraba,Gassol,551775.3335,,,,,,,,,,,,,,,,
Taraba,Ibi,112121.6509,,,,,,,,,,,,,,,,
Taraba,Jalingo,319816.9426,,,,,,,,,,,,,,,,
Taraba,Karim Lamido,298359.3257,,,,,,,,,,,,,,,,
Taraba,Kurmi,91719.0622,,,,,,,,,,,,,,,,
Taraba,Lau,163365.4308,,,,,,,,,,,,,,,,
Taraba,Sardauna,276098.3302,,,,,,,,,,,,,,,,
Taraba,Takum,317266.405,,,,,,,,,,,,,,,,
Taraba,Ussa,137197.7931,,,,,,,,,,,,,,,,
Taraba,Wukari,466232.8796,,,,,,,,,,,,,,,,
Taraba,Yorro,212386.2648,,,,,,,,,,,,,,,,
Taraba,Zing,475688.3857,,,,,,,,,,,,,,,,
Yobe,Bade,164042.0041,,,,,,,,,,,,,,,,
Yobe,Bursari,137131.8983,,,,,,,,,,,,,,,,
Yobe,Damaturu,262969.6283,,,,,,,,,,,,,,,,
Yobe,Fika,224547.9183,,,,,,,,,,,,,,,,
Yobe,Fune,279803.4139,,,,,,,,,,,,,,,,
Yobe,Geidam,211704.5372,,,,,,,,,,,,,,,,
Yobe,Gujba,232536.0499,,,,,,,,,,,,,,,,
Yobe,Gulani,208964.1637,,,,,,,,,,,,,,,,
Yobe,Jakusko,169834.2828,,,,,,,,,,,,,,,,
Yobe,Karasuwa,102878.621,,,,,,,,,,,,,,,,
Yobe,Machina,106158.0236,,,,,,,,,,,,,,,,
Yobe,Nangere,202819.9121,,,,,,,,,,,,,,,,
Yobe,Nguru,160624.3462,,,,,,,,,,,,,,,,
Yobe,Potiskum,435233.3322,,,,,,,,,,,,,,,,
Yobe,Tarmuwa,129830.2395,,,,,,,,,,,,,,,,
Yobe,Yunusari,208196.5167,,,,,,,,,,,,,,,,
Yobe,Yusufari,172082.914,,,,,,,,,,,,,,,,
Zamfara,Anka,147432.8472,,,,,,,,,,,,,,,,
Zamfara,Bakura,156087.663,,,,,,,,,,,,,,,,
Zamfara,Birnin Magaji-Kiyaw,195741.5361,,,,,,,,,,,,,,,,
Zamfara,Bukkuyum,237082.1594,,,,,,,,,,,,,,,,
Zamfara,Bungudu,322814.8375,,,,,,,,,,,,,,,,
Zamfara,Gummi,271521.3309,,,,,,,,,,,,,,,,
Zamfara,Gusau,465871.2747,,,,,,,,,,,,,,,,
Zamfara,Kaura Namoda,261690.0572,,,,,,,,,,,,,,,,
Zamfara,Maradun,181721.3912,,,,,,,,,,,,,,,,
Zamfara,Maru,380663.8793,,,,,,,,,,,,,,,,
Zamfara,Shinkafi,130267.2089,,,,,,,,,,,,,,,,
Zamfara,Talata Mafara,190256.4587,,,,,,,,,,,,,,,,
Zamfara,Tsafe,264298.4493,,,,,,,,,,,,,,,,
Zamfara,Zurmi,251731.8971,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
